username,nome_completo,bio,n_publicacoes,n_seguidores,n_seguindo,data_post,texto_post,verificado,url_foto_perfil,status_relacao,link_externo,verificado_extra,status_conta,n_seguidores_num,nivel_influencia,n_seguindo_num,cidade,estado,tipo_perfil,eh_estudante,genero_inferido
pedaguabikeboat_pmw,Pedaguabikeboat_Pmw,wa.me/5563992271622 5.733 5.733 1.146 1.146 Pedágua Bikeboats Esportes e recreação Primeira empresa de ciclismo aquático de Palmas-TO ~Sorteio🤩~ ~clientes~ ~Sorteio🤩~ ~clientes~,37,37,5733,2024-07-22T21:00:17.000Z,,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/515770170_18071067356313951_1645236494697471511_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2QHYQYfYV488f5WoFt55pMKtJiUR3at-xHsWAhHVQI295_Tx83OOJEP-_bqiauThB0I&_nc_ohc=U6xisjc-LIEQ7kNvwF0tz0Z&_nc_gid=pupmCstH7GyEnNi3lvzB5Q&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfSeIjOdPWhe6gWekEynnO0HldmaUOy7qCYWViwnjEJxsA&oe=688315D6&_nc_sid=8809c9,Seguir,,False,Pública,37,Iniciante,5733,Palmas,TO,Empresa / Comércio,Não,Indefinido
sebraeto,Sebraeto,"3.895 3.895 44,3 mil 44,3 mil 3.113 3.113 Sebrae Tocantins A força do empreendedor brasileiro no Tocantins! 0800 570 0800 Acesse os conteúdos ou fale conosco www.loja.com.br e mais 4 Sebrae Tocantins A força do empreendedor brasileiro no Tocantins! 0800 570 0800 Acesse os conteúdos ou fale conosco www.loja.com.br e mais 4 Licitações jogada de lider SEMANA DO MEI AGROTINS 2025 Processo seleti STARTUP DAY/25 Palmas Summit Empretec Gurupi Tem 2024 Agrotins 2024 Black Friday Eventos Podcast Brasil Mais Licitações jogada de lider SEMANA DO MEI AGROTINS 2025 Processo seleti STARTUP DAY/25 Palmas Summit Empretec Gurupi Tem 2024 Agrotins 2024 Black Friday Eventos Podcast Brasil Mais",3895,3895,44300,2024-07-22T21:00:17.000Z,,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/467579120_871077788498447_6050274863023691743_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QHYQYfYV488f5WoFt55pMKtJiUR3at-xHsWAhHVQI295_Tx83OOJEP-_bqiauThB0I&_nc_ohc=G9TaQHRE8fAQ7kNvwHM6dRQ&_nc_gid=pupmCstH7GyEnNi3lvzB5Q&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfRjCSdOUlyuQdfjwEWU2GVPGaIsbGRyQXgjxqKP8Xz3_w&oe=68832C2C&_nc_sid=8809c9,Seguir,,False,Pública,3895,Nano,44300,Palmas,TO,Empresa / Comércio,Não,Indefinido
morentamoveis27gpi,Morentamoveis27Gpi,2.380 2.380 235 235 Morenta Móveis Gurupi. Loja exclusiva na linha de MÓVEIS Loja de Móveis Av.Goiás entre as ruas 7/8 - Centro - Gurupi-To (63)3314-1446 ou 9-8515-6262 linktr.ee/morentamoveiswhatsapp GUARDA ROUPA MÓVEIS SOFÁS FALE CONOSCO GUARDA ROUPA MÓVEIS SOFÁS FALE CONOSCO,186,186,2380,2024-07-21T13:00:35.000Z,,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/510029497_18049227671417282_7763365423815880119_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=102&_nc_oc=Q6cZ2QFjojbQhKPMWcDwkzV5TlhUaYHDUqIsSzPCRn7mR3h8FNcgPCIc1Du8W4Yof_RaPZQ&_nc_ohc=uu1QM5QVdJoQ7kNvwFR-Edx&_nc_gid=BbhxfXUTDsFPIXMaKBsQZQ&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfTlukQ5FKFYsHjyIv6FZSBvIY0kErBqgWHQd1EAwhpZdg&oe=68833D72&_nc_sid=8809c9,Seguir,,False,Pública,186,Iniciante,2380,Gurupi,TO,Empresa / Comércio,Não,Indefinido
agrifeiras_31,Agrifeiras_31,"5.427 5.427 2.069 2.069 Agrifeiras oficial Criador(a) de conteúdo digital Agrifeiras Feiras, vendas e incentivo à agricultura familiar Quarta-feira, sábado e domingo Paraíso do Tocantins 🤍... mais Agrifeiras Feiras, vendas e incentivo à agricultura familiar Quarta-feira, sábado e domingo Paraíso do Tocantins 🤍 ... mais mais chat.whatsapp.com/HJOP6lEh7JJ2t4jHTiMeZE?mode=r_t",45,45,5427,2024-07-21T13:00:35.000Z,,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/519904149_17903621025226380_5605433564577692746_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QFjojbQhKPMWcDwkzV5TlhUaYHDUqIsSzPCRn7mR3h8FNcgPCIc1Du8W4Yof_RaPZQ&_nc_ohc=VvI_Ex48RQUQ7kNvwE4TsMD&_nc_gid=BbhxfXUTDsFPIXMaKBsQZQ&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfSWKCpUmtaYG66JPq5kB4YXhDtoJ-9RgfcUOTkZrpiNOQ&oe=6883291A&_nc_sid=8809c9,Seguir,,False,Pública,45,Iniciante,5427,Paraíso Do Tocantins,TO,Empresa / Comércio,Não,Indefinido
laisacontadora,Laisacontadora,"5.851 5.851 3.225 3.225 Laisa Castro | Mentora e Consultora de Gestão Empresarial Contadora|Mentora Referência em contabilidade estratégica, + de 800 empresas pagando menos impostos e escalando com... mais Contadora|Mentora Referência em contabilidade estratégica, + de 800 empresas pagando menos impostos e escalando com ... mais mais linktr.ee/lidercontabilidadeto Missão CONTADOR AGRO360 Workshop Podcast verão FX 2025 Cuidado! 2024 Fire Club Experiencie 1º Edição Workshops Missão CONTADOR AGRO360 Workshop Podcast verão FX 2025 Cuidado! 2024 Fire Club Experiencie 1º Edição Workshops",531,531,5851,2024-07-21T13:00:35.000Z,,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/483659772_1270184437415091_1552574060899922180_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=103&_nc_oc=Q6cZ2QFjojbQhKPMWcDwkzV5TlhUaYHDUqIsSzPCRn7mR3h8FNcgPCIc1Du8W4Yof_RaPZQ&_nc_ohc=rD6zXV9sq-QQ7kNvwFrnRJk&_nc_gid=BbhxfXUTDsFPIXMaKBsQZQ&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfT3x8co2Hfo3culMlXIFkPmOmF4Dy7OyrIRJd5SZrGbuA&oe=68832953&_nc_sid=8809c9,Seguir,https://www.threads.com/@laisacontadora?xmt=AQF0KC-jb_bkgzfxLXQodVZMqkDkmfQamxsZFmLuaLPt3TQ,False,Pública,531,Iniciante,5851,,,Empresa / Comércio,Não,Indefinido
mayanedesigner,Mayanedesigner,shre.ink/Mayanedesign 451 451 Mayane Oliveira | Designer e Social media Design + estratégia para marcas que querem deixar de ser só mais uma. 🦅 4 anos ajudando marcas a elevar o nível... mais Design + estratégia para marcas que querem deixar de ser só mais uma. 🦅 4 anos ajudando marcas a elevar o nível ... mais mais Hobbies Edições Feedback Trabalhos Livros Quem sou Gerenciamento Processo Serviços Minha marca Briefing Feedback Hobbies Edições Feedback Trabalhos Livros Quem sou Gerenciamento Processo Serviços Minha marca Briefing,370,370,539,2024-11-05T20:03:19.000Z,,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/458533484_1058271219209384_5210930745545561332_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QEtIqHPkg9z_7xsEq18_B05o0RV5019TOdmjz2SVQJRBDdSmIAKMxR8BwVsr8ZHttg&_nc_ohc=c8g8riJDJUwQ7kNvwHrzuu1&_nc_gid=LospjTLNOvaBHKaDQ4haUw&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfQ2S7er9u0bgVMAdP-tQtcRM4nypf-ywMLcPsNrjW8LiQ&oe=68832BF7&_nc_sid=8809c9,Seguir,https://www.threads.com/@mayanedesigner?xmt=AQF08LJEoSLBD0u9TaBKBYBtnblpNkPWUBVJ8o-qDgVWcMk,False,Pública,370,Iniciante,539,,,Empresa / Comércio,Não,Indefinido
intercon.to,Intercon.To,"wa.me/+53999650424 1.153 1.153 1.601 1.601 Intercon Comunicação Visual Serviço local Empresa conceituada no ramo de comunicação visual há mais de 20 anos! (63) 3026-2873 Qd. 103 Sul, Rua SO 03 Nº 20 TRABALHOS INTERCON TRABALHOS INTERCON",56,56,1153,2024-11-05T20:03:19.000Z,,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/358784647_178363651741149_9204921599250289486_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=109&_nc_oc=Q6cZ2QEtIqHPkg9z_7xsEq18_B05o0RV5019TOdmjz2SVQJRBDdSmIAKMxR8BwVsr8ZHttg&_nc_ohc=2KkAUSeDuPIQ7kNvwEAGQkg&_nc_gid=LospjTLNOvaBHKaDQ4haUw&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfSzp_X_cyglIMsiMh_opnWan11efkI4CDh8IvynUyq-qQ&oe=68833EC3&_nc_sid=8809c9,Seguir,https://www.threads.com/@intercon.to?xmt=AQF0PXA8SjPYtdb7nFXug6fT9OwpAP9wrJUr9gIb0OiP6hU,False,Pública,56,Iniciante,1153,,TO,Empresa / Comércio,Não,Indefinido
karemmelissa.psi,Karemmelissa.Psi,2.768 2.768 1.289 1.289 Karem Melissa | Autoestima | Saúde da Mulher Empreendedor(a) Criando uma comunidade de mulheres reais CRP - 23/001785 Idealizadora do Autoestime-se Psicóloga| Palestrante| Mentora... mais Criando uma comunidade de mulheres reais CRP - 23/001785 Idealizadora do Autoestime-se Psicóloga| Palestrante| Mentora ... mais mais linktr.ee/karemmelissapsi Autoestime-se Psi Clínica Cuidado diário Depoimentos Autoestime-se Psi Clínica Cuidado diário Depoimentos,367,367,2768,2024-11-10T13:00:12.000Z,,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/505126879_18507241684036140_483631155840573773_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QEZ3JtIf1ivZ8Zni-VR-57hf3u80aoq_fsuylVdu0cXUmubKlHBVicnpMCQdvecgMM&_nc_ohc=rveQcGCQZkoQ7kNvwFbDMma&_nc_gid=pb0lbyJzM6K0tCxJpHi7rQ&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfQ23XCBiouJODySvhPK9ln4lZpxpQcqCc1_PicRKLDbmw&oe=68831CB0&_nc_sid=8809c9,Seguir,https://www.threads.com/@karemmelissa.psi?xmt=AQF0WHly2L-5E6Z2FdhmKwGNE534faNqV8kyGbZxs_d-ebc,False,Pública,367,Iniciante,2768,,SE,Empresa / Comércio,Não,Indefinido
d_mary_lingerie,D_Mary_Lingerie,wa.me/63992569177 1.030 1.030 @ e $3x$h0p 🫅A Rainha intim@ do TO Vista o poder da sedução e da felicidade ‍Não é apenas lingerie e produtinhos Palmas-To... mais 🫅A Rainha intim@ do TO Vista o poder da sedução e da felicidade ‍Não é apenas lingerie e produtinhos Palmas-To ... mais mais Feedback A D’Mary Novidades Clientes Elas usam Plusize Sexy Toys Sex Shop Baby Doll Informações Contato Feedback A D’Mary Novidades Clientes Elas usam Plusize Sexy Toys Sex Shop Baby Doll Informações Contato,228,228,989,2024-11-10T13:00:12.000Z,,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/469506454_1976320292881440_8302713865512291333_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=100&_nc_oc=Q6cZ2QEZ3JtIf1ivZ8Zni-VR-57hf3u80aoq_fsuylVdu0cXUmubKlHBVicnpMCQdvecgMM&_nc_ohc=eGBkDjQvJ6IQ7kNvwHSjRCa&_nc_gid=pb0lbyJzM6K0tCxJpHi7rQ&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfQFzxj0o6hjo2OdAi7CQix4OwXn5B8eHqSg1wEDwvYT8A&oe=688320E5&_nc_sid=8809c9,Seguir,,False,Pública,228,Iniciante,989,Palmas,TO,Empresa / Comércio,Não,Indefinido
palmasenergiasolar_to,Palmasenergiasolar_To,linkr.bio/palmasenergiasolar 167 167 Palmas Energia Solar Empresa de energia solar Desde 2015 oferecendo soluções energéticas aos nossos clientes. Mais de 6.500 kWp no TO. manutenção carregador instalados facilidades recomendações itens da loja manutenção carregador instalados facilidades recomendações itens da loja,332,332,377,2024-11-10T13:00:12.000Z,,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/445210375_1122205175683340_2294912732748560453_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=108&_nc_oc=Q6cZ2QEZ3JtIf1ivZ8Zni-VR-57hf3u80aoq_fsuylVdu0cXUmubKlHBVicnpMCQdvecgMM&_nc_ohc=5LGY3oD2L-4Q7kNvwH5wlWN&_nc_gid=pb0lbyJzM6K0tCxJpHi7rQ&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfTrLoe8NGZ8_sqe8oBEHR8EKzsBRHzJAwW0cqhNySTCaA&oe=68831F3A&_nc_sid=8809c9,Seguir,,False,Pública,332,Iniciante,377,Palmas,TO,Empresa / Comércio,Não,Indefinido
lumariasouto_,Lumariasouto_,406 406 Lumaria Souto | Esteticista 🧖‍estética corporal e facial •Estudante tec.em estética •Estudante Biomedicina •SHALOM🤍 202... mais 🧖‍estética corporal e facial •Estudante tec.em estética •Estudante Biomedicina •SHALOM🤍 202 ... mais mais conquistas 🤍 massagens Estéti. cursos módulo corporal manicure/pedicur estética facial cabelos spa conquistas 🤍 massagens Estéti. cursos módulo corporal manicure/pedicur estética facial cabelos spa,58,58,419,2024-11-10T13:00:12.000Z,,False,https://instagram.fbsb23-1.fna.fbcdn.net/v/t51.2885-19/466600569_932337502104448_7383263533077236274_n.jpg?stp=dst-jpg_s150x150_tt6&_nc_ht=instagram.fbsb23-1.fna.fbcdn.net&_nc_cat=104&_nc_oc=Q6cZ2QEZ3JtIf1ivZ8Zni-VR-57hf3u80aoq_fsuylVdu0cXUmubKlHBVicnpMCQdvecgMM&_nc_ohc=-sLQIfNj4WQQ7kNvwG7LFWZ&_nc_gid=pb0lbyJzM6K0tCxJpHi7rQ&edm=APwHDrQBAAAA&ccb=7-5&oh=00_AfQFZsL2U7kt6GFMaTSeyelau2Djej4u-DXUAwrTj7e7CQ&oe=68832A35&_nc_sid=8809c9,Seguir,https://www.threads.com/@lumariasouto_?xmt=AQF0IHhwdjqcWeTIGoZw7i_E3dLzbP6S697423OKBmyndIQ,False,Pública,58,Iniciante,419,,,Empresa / Comércio,Sim,Indefinido
